text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
Hadeed: Why do your signatures look different?,0,0,1,0,0,0,0,0
This botched investigation is a stunning indictment of the FBI.,0,0,0,0,0,0,0,0
"This is not the Soviet Union, this is not Iran or Riyadh – this is America. Where is the outrage?",0,0,0,0,0,0,1,0
"58 dead, hundreds wounded, the savagery of the Vegas attack is unspeakable, and still the incompetent, clueless authorities know nothing.",1,0,0,0,0,0,0,0
"58 dead, hundreds wounded, the savagery of the Vegas attack is unspeakable, and still the incompetent, clueless authorities know nothing. That’s the information they seek to blackout.",0,0,1,0,0,0,0,0
"And while the bumbling FBI has dismissed out of hand jihad as a motive, here is what we know:",1,0,0,0,0,0,0,0
"And yet, nearly a month after the Las Vegas Strip experienced the worst mass shooting in modern American history, local and federal authorities are refusing to fill in the blanks.",0,0,1,0,0,0,0,0
That’s the information they seek to blackout.,0,0,1,0,0,0,0,0
"Comey’s substitution of a legally meaningless phrase, “extremely careless,” for the “gross negligence” statutory legal standard he had originally used, had the effect of prejudging the facts in Hillary Clinton’s favor.",0,0,0,0,0,0,0,1
Inspector General Horowitz saw no problem with this pattern of obfuscation regarding the deletion of the legally significant phrase “gross negligence” from Comey’s statement.,0,0,0,0,0,0,0,1
Horowitz relied in part on opinions from prosecutors that there was not enough evidence to charge Clinton with acting in a manner that rose to a level of criminal gross negligence with respect to sending or receiving e-mails determined to contain classified information.,0,0,0,0,0,0,0,1
"Gross negligence is not the same as willful intent, which Comey and his team sought to conflate in exonerating Hillary Clinton before the investigation was concluded.",0,0,0,0,0,0,0,1
"Special FBI agent Peter Stzrok and Lisa Page, an attorney who has since left the FBI, were targeted in this report for their blatantly anti-Trump text messages.",0,0,0,0,0,0,0,0
"If putting the cart of exoneration before the horse of investigation were not enough, Comey’s draft statement underwent various language changes over the course of the next two months, including, most importantly, changing the description of Clinton’s handling of classified information from “grossly negligent” to “extremely careless.",0,0,0,0,0,0,0,1
"Coupled with her agents’ destruction of thousands of e-mails that had been subpoenaed by Congress, Hillary’s conduct was criminally reckless at the very least, if not constituting willful intent to commit an act she knew was wrongful.",0,0,1,0,0,0,0,0
"Starting with Comey’s public announcement on July 5, 2016 criticizing Hillary Clinton and her staff for being “extremely careless in their handling of very sensitive, highly classified information,” but also announcing that the FBI was “expressing to Justice our view that no charges are appropriate in this case,” Comey was taken to task for insubordination and usurping the authority of the attorney general.",0,0,0,0,0,0,0,0
"Moreover, this report did not address whether the Department of Justice or FBI abused the Foreign Intelligence Surveillance Act to obtain a surveillance order against former Trump campaign advisor Carter Page, or the government’s reliance on former British intelligence agent Christopher Steele’s salacious and unverified “dossier” in its FISA court application, which the OIG is investigating separately.",0,0,0,0,0,0,0,0
"Horowitz himself decided to pull his punches or that the final version, which had been reviewed by upper echelons in both the FBI and Justice Department before its public release, emerged in a disappointingly watered-down form.",0,0,1,0,0,0,0,0
"Comey’s initial draft statement, which he shared with FBI senior leadership on May 2, criticized Clinton’s handling of classified information as “grossly negligent,” but concluded that “no reasonable prosecutor” would bring a case based on the facts developed in the investigation.",0,0,0,0,0,0,0,0
” This change was critical because “gross negligence” is specifically the legal term used in stating the statutory requirement in 18 U.,0,0,0,0,0,0,0,1
"The OIG report also criticized the conduct of Peter Strzok and Lisa Page, who had exchanged text messages sharply critical of Mr. Trump before and after the election, for casting “a cloud over the entire FBI investigation.",0,1,0,0,0,0,0,0
"In sum, the long-awaited inspector general report on the FBI’s and Justice Department’s handling of the Hillary Clinton e-mail investigation is as disappointing as the rigged outcome of the e-mail investigation itself.",0,0,0,0,0,0,0,0
Former Attorney General Loretta Lynch was also criticized for exercising bad judgment in connection with her infamous tarmac meeting with Bill Clinton.,0,0,0,0,0,0,0,0
"However, what Comey really did was to give Hillary Clinton a Get Out of Jail Free card. The fix was in as early as May 2016, well before the FBI interviews of Hillary Clinton and of as many as 17 other key witnesses, when Comey began the process of drafting an exoneration memo.",0,0,0,0,0,0,0,0
"The failure to at least empanel a grand jury to compel testimony from Hillary Clinton and key witnesses was itself a complete dereliction of duty, which could have only been motivated by a desire to treat Hillary Clinton with kid gloves for improper reasons.",0,0,0,0,0,0,0,0
"Attorney General Lynch’s infamous tarmac meeting with Bill Clinton was discussed in the report, but mostly in the context of how it affected Comey’s decision to go rogue, so to speak, in making his July 5th announcement without prior approval from the Justice Department.",0,0,0,0,0,0,0,1
"Ultimately, however, he inexplicably concluded that there was no finding of “documentary or testimonial evidence that improper considerations, including political bias, directly affected the specific investigative decisions” discussed in the OIG report.",0,0,1,0,0,0,0,0
"How inconvenient that Farrell, Head of this Synod on Youth, roomed with the notorious Cardinal Theodore McCarrick for six years and never knew anything about McCarrick’s predatory behavior.",0,0,0,0,0,0,0,1
How inconvenient that a global homosexual clergy predation scandal is erupting at a time when Francis wants the Synod to minimize that nagging and unmerciful Catholic catechism doctrine of homosexuality as “intrinsically disordered” by exploiting the naive views of the youth at the Synod.,0,0,0,0,0,0,0,1
"How inconvenient that homosexual predation is bankrupting the American Church and the Instrumentum Laboris, the working document of this Vatican Synodal Agenda, embraces the relaxation of the Church teachings on homosexuality.",0,0,0,0,0,0,0,1
"How inconvenient that the homosexual network of clergy and prelates were blasted as predators and coverup enablers in the Pennsylvania Grand Jury Report, while the Instrumentum Laboris argues that:",0,0,0,0,0,0,0,1
"How inconvenient that during a global prelate homosexual coverup scandal, the 2018 Synodal Bishop Conferences are exploring for ways during the Synod to discuss ways in which homosexual youths want to be “closer” to the Church!",0,0,0,0,0,0,0,1
"How inconvenient that since 2013 during Francis’ impromptu airplane presser when he cleverly sent a powerful message to homosexual clerics, “Who Am I to Judge,” now Francis must judge the criminal predatory conduct of homosexual clergy and prelates who preyed on youth and seminarians.",0,0,0,0,0,0,0,1
"Francis and Farrell’s 'Sinod' on the Youth, #StopThe Synod2018",0,0,0,0,0,0,0,1
Here is the dirty secret that is now emerging.,0,0,0,0,0,0,0,0
"Editor's Note: The Remnant has lunched its own #StopTheSynod petition, for those who would rather not go to Change.",0,0,0,0,0,0,0,1
"How inconvenient that the head of the Synod on Youth and Vocations, Cardinal Kevin Farrell, was the former roommate of the most prolific serial predator of youth and seminarians in the history of the American Church.",0,0,0,0,0,0,0,1
"The personal wreckage brutally portrayed in the Pennsylvania Grand Jury Report is the direct result of a clerical culture which embraced homosexuality and groomed, recruited, and assaulted young people into this sordid lifestyle.",0,0,0,0,0,0,0,0
"During the last 5 years of this papacy, Francis and his Synodal Schemers masterfully manipulated, rigged, and exploited the synodal process.",1,1,0,0,0,0,0,0
How inconvenient that the two targets of predatory clerics and prelates will be the subject of the Synod of Bishops.,1,0,0,0,0,0,0,0
"Many priests, bishops, and cardinals practiced what Francis preached, ‘who am I to judge.",0,0,0,0,0,0,0,1
"A litany of lives of total moral, physical, emotional devastation suffered by victims of homosexual clerics.",0,0,0,0,0,0,0,0
The upcoming Synod and its embrace of the “LGBT” lifestyle makes a mockery of the suffering of the clergy victims and justifies the decades-old scandal.,0,0,0,0,0,0,0,0
"Be forewarned that inviting young people from ages 16-29 to the Synod to discuss vocations with Bishops poses serious moral and physical dangers to these unsuspecting youth, many of whom think homosexuality is cool.",0,0,1,0,0,0,0,0
The full extent of the clerical predation in the hierarchy will take years to uncover.,0,0,0,0,0,0,0,1
We’ve caught on to his sneaky synodal tactics.,0,0,0,0,0,0,0,0
The only compelling “expression of the Church’s pastoral concern for the young” belongs in the full and transparent cooperation of criminal investigations into predatory homosexual predation.,0,0,0,0,0,0,0,0
Sign the Petition to Stop the Synod Here.,0,0,0,0,0,0,0,1
"Wasserman Schultz cornered House Chief Administrative Officer Phil Kiko and called him a “fucking Islamophobe,” saying “you will not so much as take away their parking spots,” the two House employees said Kiko told them.",1,0,0,0,0,0,0,0
"A 2009 article in the Pakistani publication Dawn, headlined “Influential expat shields father from long arm of law,” said Awan’s father was facing criminal fraud charges involving a land deal, but Awan used political connections to pressure the police into targeting the alleged victims instead.",1,0,0,0,0,0,0,0
"“Mohammad Abid, a victim of [Ashraf] Awan’s alleged high-profile swindling, said that [Ashraf] Awan’s son had easy access to the corridors of power and that’s why he was able to [pressure] the police to dance to his tunes,” Dawn reported.",0,0,0,0,0,0,0,0
